position,original_char,replacement_char,original_word,perturbed_word,word_freq,perturbed_freq
1,边,编,一边,一编,378,0
1,有,友,中有,中友,378,0
1,众,重,观众,观重,377,0
0,严,言,严格,言格,377,0
1,以,已,难以,难已,377,0
1,捕,补,逮捕,逮补,376,0
1,议,义,争议,争义,375,0
1,下,夏,留下,留夏,375,0
1,算,蒜,打算,打蒜,374,0
1,些,歇,這些,這歇,374,0
1,冠,官,新冠,新官,374,0
0,下,夏,下来,夏来,373,0
1,次,刺,此次,此刺,373,0
1,人,仁,病人,病仁,372,0
0,共,贡,共同,贡同,372,0
1,间,监,一间,一监,372,0
0,一,遗,一段,遗段,372,0
1,平,评,水平,水评,371,0
1,在,再,放在,放再,371,0
1,园,员,公园,公员,371,0
1,将,疆,即将,即疆,370,0
1,难,男,困难,困男,370,0
1,族,足,家族,家足,370,0
1,中,终,当中,当终,369,0
0,值,职,值得,职得,369,0
1,受,售,遭受,遭售,367,0
0,扩,括,扩大,括大,367,0
0,相,香,相当,香当,366,0
0,形,行,形象,行象,366,0
1,言,延,语言,语延,365,0
1,认,任,否认,否任,364,0
0,距,句,距离,句离,364,0
1,周,洲,一周,一洲,364,0
0,看,瞰,看来,瞰来,363,0
0,银,寅,银行,寅行,363,0
1,求,球,需求,需球,363,0
1,大,場,更大,更場,362,0
1,话,化,讲话,讲化,361,0
0,背,被,背景,被景,361,0
1,为,味,以为,以味,361,0
1,歌,割,谷歌,谷割,361,0
1,遍,便,普遍,普便,360,0
1,人,仁,别人,别仁,359,0
0,最,罪,最初,罪初,359,0
1,到,道,收到,收道,359,0
0,出,初,出生,初生,359,1
1,权,全,政权,政全,358,0
0,症,证,症状,证状,358,0
0,声,生,声称,生称,358,0
1,所,索,有所,有索,358,0
0,精,经,精神,经神,358,0
0,核,和,核心,和心,357,0
1,联,连,苏联,苏连,357,0
1,明,名,说明,说名,356,0
1,受,售,感受,感售,356,0
0,迹,季,迹象,季象,356,0
1,难,南,很难,很南,356,0
1,份,分,这份,这分,356,0
1,会,绘,国会,国绘,355,0
1,谓,为,所谓,所为,355,3
1,剧,据,加剧,加据,355,0
1,地,第,各地,各第,354,0
1,望,忘,渴望,渴忘,354,0
0,分,氛,分享,氛享,354,0
0,小,晓,小说,晓说,353,0
1,后,候,以后,以候,353,0
1,后,候,随后,随候,353,0
0,例,力,例如,力如,352,0
0,著,助,著名,助名,352,0
0,即,及,即便,及便,352,0
1,利,例,权利,权例,351,0
0,思,斯,思考,斯考,351,1
1,系,细,体系,体细,350,0
0,医,一,医疗,一疗,349,0
0,鼓,股,鼓励,股励,348,0
0,投,头,投票,头票,348,0
0,普,谱,普通,谱通,347,0
1,任,认,信任,信认,347,0
0,作,坐,作者,坐者,346,0
0,试,是,试验,是验,346,0
1,达,答,抵达,抵答,346,0
1,验,艳,体验,体艳,345,0
0,无,吾,无论,吾论,345,0
1,种,肿,某种,某肿,344,0
0,后,候,后者,候者,343,0
1,子,紫,女子,女紫,343,0
1,甸,颠,缅甸,缅颠,343,0
1,十,时,二十,二时,343,1
1,要,药,必要,必药,342,0
1,十,实,三十,三实,342,0
1,式,试,形式,形试,342,0
0,大,場,大型,場型,342,0
0,斯,司,斯诺,司诺,342,0
1,先,鲜,首先,首鲜,341,0
0,相,香,相对,香对,341,0
0,形,行,形成,行成,340,0
0,监,间,监控,间控,340,0
1,未,位,尚未,尚位,340,0
1,家,加,回家,回加,338,0
1,身,深,自身,自深,338,0
0,伦,轮,伦敦,轮敦,338,0
1,事,是,同事,同是,338,0
1,月,乐,九月,九乐,337,0
0,在,再,在内,再内,337,0
0,几,己,几周,己周,336,0
1,乐,為,音乐,音為,335,0
1,旦,但,一旦,一但,335,0
0,出,初,出售,初售,335,0
1,极,她,积极,积她,335,0
0,暴,报,暴发,报发,334,0
0,谈,弹,谈论,弹论,334,0
1,兵,冰,士兵,士冰,334,0
0,谴,浅,谴责,浅责,333,0
1,待,带,等待,等带,333,0
0,位,为,位置,为置,333,0
1,户,护,客户,客护,332,0
1,行,航,流行,流航,332,0
0,五,武,五月,武月,331,0
0,里,理,里面,理面,331,0
0,销,萧,销售,萧售,330,0
0,降,酱,降低,酱低,330,0
1,像,向,好像,好向,330,0
1,生,牲,先生,先牲,330,0
1,族,足,种族,种足,330,0
0,旅,侣,旅游,侣游,330,0
0,禁,近,禁令,近令,329,0
0,被,背,被捕,背捕,328,0
1,看,瞰,来看,来瞰,328,0
1,点,典,有点,有典,327,0
1,起,企,发起,发企,327,0
1,段,断,手段,手断,326,0
1,题,提,话题,话提,326,0
1,域,愈,区域,区愈,325,0
1,文,闻,中文,中闻,325,0
0,真,针,真实,针实,325,0
0,今,金,今日,金日,325,0
0,所,锁,所在,锁在,324,0
0,并,病,并未,病未,323,0
1,人,仁,白人,白仁,323,0
1,篇,偏,一篇,一偏,323,0
1,個,侈,這個,這侈,322,0
0,规,瑰,规则,瑰则,322,0
0,商,伤,商品,伤品,322,0
0,大,場,大脑,場脑,322,0
1,来,莱,从来,从莱,321,1
0,一,仪,一半,仪半,321,0
0,时,十,时说,十说,319,0
1,晚,页,孟晚,孟页,319,0
1,件,见,案件,案见,319,0
1,案,按,答案,答按,319,0
0,非,飞,非法,飞法,319,0
1,理,里,总理,总里,319,0
0,宗,踪,宗教,踪教,318,0
1,反,返,相反,相返,318,0
0,私,斯,私人,斯人,318,2
1,龄,費,年龄,年費,318,0
0,责,择,责任,择任,318,0
0,道,到,道路,到路,318,0
1,界,借,外界,外借,317,1
1,使,史,迫使,迫史,317,0
0,穿,川,穿着,川着,317,0
1,月,阅,三月,三阅,316,0
0,激,击,激烈,击烈,316,0
0,职,值,职业,值业,316,0
0,周,洲,周围,洲围,315,0
0,依,一,依赖,一赖,315,1
1,看,瞰,看看,看瞰,314,0
0,第,地,第一,地一,314,0
0,保,宝,保证,宝证,314,0
0,未,为,未能,为能,314,0
0,观,关,观察,关察,313,0
1,务,物,业务,业物,313,0
0,具,拒,具体,拒体,311,0
1,部,布,一部,一布,311,0
1,月,阅,四月,四阅,310,0
0,工,宫,工具,宫具,310,0
1,道,到,说道,说到,310,0
0,或,货,或是,货是,309,2
1,罚,乏,惩罚,惩乏,309,0
1,略,掠,策略,策掠,307,0
1,群,裙,一群,一裙,306,0
0,以,已,以上,已上,306,0
1,查,察,检查,检察,306,6
0,风,它,风格,它格,306,0
1,时,十,那时,那十,305,0
1,见,與,意见,意與,305,0
0,害,亥,害怕,亥怕,305,0
1,期,欺,早期,早欺,304,0
0,正,政,正确,政确,304,0
1,果,嚴,效果,效嚴,304,0
1,移,一,转移,转一,304,0
0,腐,府,腐败,府败,303,0
1,密,秘,秘密,秘秘,303,0
1,次,刺,多次,多刺,303,1
1,制,至,体制,体至,303,0
0,证,正,证实,正实,303,0
1,照,罩,按照,按罩,303,0
0,严,研,严厉,研厉,303,0
0,违,韦,违反,韦反,302,0
1,人,仁,本人,本仁,302,0
0,将,疆,将会,疆会,302,0
1,办,說,举办,举說,301,0
0,结,节,结婚,节婚,301,0
0,已,以,已有,以有,301,2
0,对,队,对抗,队抗,301,0
0,报,暴,报纸,暴纸,300,0
0,构,购,构成,购成,300,0
0,正,证,正如,证如,300,0
0,地,弟,地球,弟球,300,0
1,十,实,五十,五实,300,0
0,四,它,四十,它十,300,0
0,财,裁,财富,裁富,299,0
1,出,初,作出,作初,299,0
0,估,孤,估计,孤计,299,0
0,四,它,四年,它年,297,0
1,德,得,道德,道得,297,0
0,建,件,建设,件设,297,0
1,演,眼,表演,表眼,297,0
0,正,政,正常,政常,297,0
0,中,钟,中说,钟说,297,0
0,会,汇,会晤,汇晤,297,0
1,般,班,一般,一班,296,11
0,升,生,升级,生级,296,0
1,变,便,转变,转便,296,0
1,民,會,选民,选會,296,0
0,不,部,不少,部少,296,0
1,期,七,近期,近七,295,2
0,大,場,大多,場多,295,0
0,从,丛,从而,丛而,295,0
1,有,友,带有,带友,295,0
0,尊,遵,尊重,遵重,295,0
0,监,间,监管,间管,295,0
1,事,是,此事,此是,295,0
1,象,项,想象,想项,294,0
1,于,余,出于,出余,294,0
0,提,题,提醒,题醒,294,0
1,庭,停,法庭,法停,294,0
0,上,尚,上面,尚面,294,0
0,采,彩,采用,彩用,294,0
1,点,典,重点,重典,293,0
1,方,芳,对方,对芳,293,0
0,老,姥,老师,姥师,292,0
0,课,客,课程,客程,292,0
1,然,燃,自然,自燃,292,2
1,京,经,东京,东经,292,0
1,邦,帮,联邦,联帮,291,0
0,居,拘,居住,拘住,291,0
1,地,第,土地,土第,291,0
1,吧,巴,酒吧,酒巴,291,0
0,全,权,全部,权部,291,0
0,从,丛,从事,丛事,291,0
1,怨,愿,抱怨,抱愿,291,0
0,请,顷,请求,顷求,291,0
0,制,治,制定,治定,290,0
0,接,揭,接近,揭近,290,0
0,读,毒,读者,毒者,290,0
1,致,智,一致,一智,290,0
1,院,愿,法院,法愿,289,0
0,食,时,食品,时品,289,0
1,害,骇,损害,损骇,289,0
1,月,越,十月,十越,288,0
0,八,巴,八月,巴月,288,0
0,干,甘,干预,甘预,288,0
0,终,忠,终于,忠于,288,29
1,袖,說,领袖,领說,287,0
1,立,利,成立,成利,287,0
0,基,机,基础,机础,287,0
0,回,爭,回忆,爭忆,287,0
1,馆,管,餐馆,餐管,287,0
1,段,断,阶段,阶断,287,0
1,英,婴,精英,精婴,287,0
1,型,行,新型,新行,287,0
0,分,纷,分歧,纷歧,287,0
1,在,再,潜在,潜再,287,0
1,际,技,之际,之技,286,0
1,足,族,满足,满族,286,8
1,益,意,日益,日意,285,0
1,练,恋,训练,训恋,284,0
0,方,芳,方向,芳向,284,0
1,午,武,下午,下武,283,0
0,常,长,常见,长见,283,0
0,一,移,一处,移处,282,0
0,一,疑,一片,疑片,282,0
0,还,环,还要,环要,282,0
1,合,何,联合,联何,282,0
0,签,千,签署,千署,282,0
1,到,道,做到,做道,282,0
0,左,佐,左右,佐右,281,0
0,上,尚,上升,尚升,281,0
1,害,亥,伤害,伤亥,280,0
0,批,披,批准,披准,280,0
1,点,典,地点,地典,280,0
0,革,格,革命,格命,280,0
1,得,德,使得,使德,280,0
0,实,时,实际,时际,279,0
1,虑,律,焦虑,焦律,279,0
1,妇,复,夫妇,夫复,279,0
1,月,越,本月,本越,279,0
0,兴,星,兴趣,星趣,279,0
0,不,國,不满,國满,279,0
0,执,职,执行,职行,279,0
1,制,至,遏制,遏至,278,0
0,显,险,显得,险得,278,0
0,之,知,之下,知下,278,0
1,学,穴,科学,科穴,278,0
1,待,带,对待,对带,278,0
0,遭,糟,遭遇,糟遇,278,0
1,孩,还,男孩,男还,278,0
0,不,布,不愿,布愿,277,0
1,方,芳,军方,军芳,276,0
0,子,紫,子女,紫女,276,0
1,都,督,首都,首督,276,0
0,接,阶,接着,阶着,276,0
0,基,机,基因,机因,275,0
0,投,头,投入,头入,275,0
1,个,各,某个,某各,275,0
1,在,再,旨在,旨再,275,0
1,久,九,不久,不九,275,0
0,看,瞰,看着,瞰着,274,0
0,顾,固,顾问,固问,273,0
0,部,布,部门,布门,273,0
1,店,电,商店,商电,273,0
0,编,边,编辑,边辑,273,0
0,加,家,加州,家州,273,0
0,基,击,基于,击于,272,0
0,比,笔,比例,笔例,271,0
0,优,忧,优势,忧势,271,0
1,班,般,航班,航般,271,0
1,速,宿,快速,快宿,271,0
1,估,辜,评估,评辜,271,0
1,惯,罐,习惯,习罐,270,0
0,经,京,经验,京验,270,0
1,象,像,现象,现像,270,0
1,边,编,身边,身编,270,0
1,底,抵,彻底,彻抵,270,0
0,一,遗,一套,遗套,270,0
0,倾,青,倾向,青向,269,0
0,监,间,监狱,间狱,269,0
0,英,卻,英里,卻里,268,0
0,条,调,条件,调件,268,0
1,感,敢,敏感,敏敢,268,0
0,性,仅,性别,仅别,268,0
1,使,史,促使,促史,268,0
1,手,首,对手,对首,268,0
1,览,榄,展览,展榄,268,0
0,以,已,以外,已外,267,0
1,衡,恒,平衡,平恒,266,0
1,处,储,好处,好储,266,0
0,签,千,签证,千证,266,0
0,以,已,以下,已下,266,1
1,民,會,难民,难會,265,0
1,够,末,不够,不末,265,0
1,平,评,公平,公评,264,0
1,果,嚴,后果,后嚴,264,0
1,受,售,享受,享售,263,0
0,他,它,他人,它人,263,0
0,一,移,一只,移只,263,0
1,渐,件,逐渐,逐件,263,0
0,成,乘,成本,乘本,262,0
0,咖,喀,咖啡,喀啡,262,0
0,角,脚,角度,脚度,262,0
1,为,未,更为,更未,261,0
0,邀,腰,邀请,腰请,261,0
0,七,妻,七月,妻月,261,0
0,宪,现,宪法,现法,261,0
1,源,员,资源,资员,261,0
1,话,化,谈话,谈化,260,0
0,完,玩,完美,玩美,260,0
0,被,背,被迫,背迫,260,0
1,以,已,得以,得已,259,0
0,集,她,集团,她团,259,0
0,街,接,街头,接头,259,2
0,电,店,电视,店视,259,0
1,讲,奖,演讲,演奖,259,0
0,巨,句,巨头,句头,259,0
1,数,术,少数,少术,259,0
0,立,力,立即,力即,259,0
1,后,候,背后,背候,259,0
0,第,蒂,第二,蒂二,258,0
1,员,原,议员,议原,257,0
0,意,议,意外,议外,257,0
1,得,德,记得,记德,256,0
0,有,友,有趣,友趣,256,0
0,七,期,七年,期年,256,0
1,生,声,卫生,卫声,256,0
1,怕,帕,可怕,可帕,256,0
1,议,益,提议,提益,255,0
1,向,项,走向,走项,255,0
0,老,姥,老板,姥板,255,0
1,京,经,普京,普经,254,0
0,高,糕,高中,糕中,254,0
1,报,暴,情报,情暴,254,0
0,平,评,平等,评等,254,0
1,佳,加,最佳,最加,253,0
0,学,穴,学者,穴者,253,0
0,侵,亲,侵犯,亲犯,253,0
1,服,進,衣服,衣進,252,0
0,会,慧,会谈,慧谈,252,0
0,大,場,大幅,場幅,252,0
1,造,噪,建造,建噪,252,0
1,来,莱,到来,到莱,252,0
0,拘,居,拘留,居留,251,28
1,步,不,一步,一不,251,0
1,会,汇,还会,还汇,251,0
1,象,向,对象,对向,251,0
0,现,陷,现场,陷场,251,0
0,费,肺,费用,肺用,251,0
0,进,尽,进展,尽展,251,0
0,暂,赞,暂停,赞停,251,0
0,四,它,四个,它个,250,0
0,镇,震,镇压,震压,250,0
1,待,戴,期待,期戴,250,0
1,题,提,主题,主提,250,0
0,交,焦,交流,焦流,250,0
0,岛,导,岛屿,导屿,250,0
0,民,會,民族,會族,250,0
0,家,佳,家长,佳长,249,0
1,仅,翻,仅仅,仅翻,249,0
0,主,煮,主张,煮张,249,0
0,人,仁,人生,仁生,249,0
0,微,威,微信,威信,249,9
0,大,場,大楼,場楼,249,0
1,求,球,追求,追球,249,1
1,物,务,药物,药务,249,0
1,象,像,印象,印像,248,1
1,百,摆,一百,一摆,248,0
0,九,酒,九年,酒年,248,0
0,功,公,功能,公能,248,0
0,小,晓,小组,晓组,248,0
1,末,莫,周末,周莫,248,0
0,南,难,南海,难海,247,0
0,多,咄,多么,咄么,247,0
1,弱,若,削弱,削若,247,0
1,席,袭,首席,首袭,247,0
1,歉,假,道歉,道假,247,0
0,住,著,住宅,著宅,247,0
1,尺,侈,英尺,英侈,247,0
0,维,为,维持,为持,247,0
1,祝,助,庆祝,庆助,246,0
1,对,队,绝对,绝队,246,0
1,中,终,集中,集终,246,0
0,方,芳,方案,芳案,245,0
0,防,房,防止,房止,245,0
1,书,输,本书,本输,245,0
1,认,任,确认,确任,245,0
0,债,寨,债务,寨务,244,0
0,任,认,任期,认期,244,0
1,示,是,暗示,暗是,244,0
1,前,钱,面前,面钱,243,0
0,家,诽,家中,诽中,243,0
1,在,再,留在,留再,242,0
0,自,字,自从,字从,241,0
1,称,撑,宣称,宣撑,241,0
1,价,架,代价,代架,241,0
0,顾,固,顾客,固客,241,0
0,是,事,是从,事从,240,0
1,失,师,损失,损师,239,0
0,预,域,预测,域测,239,0
1,绍,少,介绍,介少,239,0
0,只,止,只会,止会,239,0
0,长,常,长大,常大,239,0
0,高,糕,高度,糕度,239,0
1,话,化,说话,说化,238,0
1,向,象,转向,转象,238,0
1,洲,周,非洲,非周,238,0
0,司,斯,司机,斯机,238,0
1,件,建,邮件,邮建,238,0
1,会,汇,约会,约汇,238,0
1,步,不,进步,进不,238,0
1,裔,易,华裔,华易,237,0
1,语,們,英语,英們,237,0
1,刚,纲,刚刚,刚纲,237,0
0,主,煮,主义,煮义,237,0
1,况,矿,状况,状矿,237,0
0,彼,比,彼此,比此,236,0
1,可,渴,不可,不渴,236,0
0,记,迹,记忆,迹忆,236,0
1,留,流,保留,保流,236,0
1,院,愿,学院,学愿,236,0
1,员,元,演员,演元,235,0
0,强,墙,强硬,墙硬,235,0
1,讶,匹,惊讶,惊匹,235,0
0,极,即,极端,即端,235,0
0,那,纳,那天,纳天,235,0
1,出,初,推出,推初,235,0
1,屋,污,房屋,房污,235,0
1,管,馆,高管,高馆,234,0
0,农,浓,农民,浓民,234,0
0,胜,圣,胜利,圣利,233,0
1,序,绪,程序,程绪,233,0
0,污,屋,污染,屋染,233,0
1,想,响,思想,思响,232,0
0,以,已,以便,已便,232,0
1,百,摆,三百,三摆,232,0
1,上,尚,早上,早尚,232,0
1,业,夜,事业,事夜,231,0
0,要,钥,要么,钥么,231,0
1,层,曾,高层,高曾,231,0
1,惊,经,震惊,震经,231,0
0,卧,沃,卧室,沃室,231,0
0,探,炭,探索,炭索,230,0
0,一,移,一面,移面,230,0
1,数,术,多数,多术,230,0
0,领,岭,领土,岭土,230,0
0,厨,除,厨房,除房,230,0
0,出,初,出版,初版,230,2
0,空,它,空气,它气,230,0
0,夏,下,夏天,下天,229,0
1,达,答,到达,到答,229,0
0,举,矩,举动,矩动,229,0
0,锻,段,锻炼,段炼,229,0
1,客,刻,黑客,黑刻,229,0
0,来,莱,来源,莱源,228,0
1,权,全,主权,主全,228,0
0,执,直,执政,直政,228,0
0,高,糕,高级,糕级,228,0
1,位,卫,两位,两卫,228,6
1,出,初,给出,给初,227,0
1,志,制,标志,标制,227,0
0,概,盖,概念,盖念,227,0
1,些,歇,哪些,哪歇,227,0
1,家,加,作家,作加,227,0
0,失,施,失望,施望,226,0
1,安,紙,不安,不紙,226,0
1,服,福,说服,说福,226,0
1,脑,恼,电脑,电恼,226,0
0,符,幅,符合,幅合,225,0
0,意,议,意思,议思,225,0
1,看,瞰,观看,观瞰,225,0
1,人,仁,惊人,惊仁,225,0
0,报,暴,报复,暴复,225,0
1,举,矩,此举,此矩,224,0
1,食,时,饮食,饮时,224,0
1,一,疑,统一,统疑,224,0
0,不,部,不用,部用,224,0
1,会,慧,集会,集慧,224,0
1,殊,疏,特殊,特疏,224,0
0,围,們,围绕,們绕,223,0
1,志,致,杂志,杂致,223,0
0,平,评,平均,评均,223,0
0,新,心,新增,心增,223,0
0,进,尽,进口,尽口,222,0
1,感,橄,情感,情橄,222,0
0,获,或,获取,或取,222,0
0,举,矩,举措,矩措,222,0
0,处,储,处在,储在,221,0
1,就,救,成就,成救,221,0
0,矛,毛,矛盾,毛盾,221,0
0,修,休,修建,休建,221,0
1,人,仁,华人,华仁,221,0
1,十,实,九十,九实,220,0
0,有,友,有限,友限,220,0
1,里,理,哪里,哪理,220,0
0,高,糕,高兴,糕兴,220,0
0,拘,居,拘禁,居禁,220,0
0,大,場,大选,場选,220,0
1,锁,索,封锁,封索,220,0
1,军,均,海军,海均,219,0
1,渡,度,引渡,引度,219,0
0,校,效,校园,效园,219,0
1,休,修,退休,退修,219,0
1,握,沃,掌握,掌沃,219,0
0,中,终,中央,终央,218,0
0,录,路,录取,路取,218,0
0,梦,孟,梦想,孟想,218,0
1,路,录,一路,一录,217,0
0,斗,豆,斗争,豆争,217,0
0,间,坚,间谍,坚谍,217,0
1,为,位,最为,最位,217,0
0,服,福,服装,福装,217,0
1,则,泽,原则,原泽,216,0
0,游,邮,游行,邮行,216,0
0,援,元,援助,元助,216,0
0,做,作,做好,作好,216,1
1,整,拯,调整,调拯,216,0
0,各,个,各国,个国,215,0
1,器,气,机器,机气,214,0
1,令,另,命令,命另,214,0
1,索,所,搜索,搜所,214,0
0,庞,旁,庞大,旁大,214,0
0,谈,坛,谈到,坛到,213,0
1,闻,文,丑闻,丑文,213,0
0,自,字,自杀,字杀,213,0
0,联,廉,联盟,廉盟,213,0
1,至,制,截至,截制,213,0
0,七,期,七十,期十,213,0
1,难,男,灾难,灾男,212,0
1,进,近,促进,促近,212,0
0,争,征,争论,征论,212,0
0,象,像,象征,像征,211,0
0,信,衅,信号,衅号,211,0
0,设,射,设施,射施,211,0
1,破,迫,打破,打迫,210,0
0,贷,待,贷款,待款,210,0
0,披,批,披露,批露,209,0
0,定,订,定义,订义,209,0
1,成,為,组成,组為,209,0
0,一,遗,一所,遗所,209,0
0,辩,变,辩论,变论,209,0
0,提,题,提升,题升,209,0
0,合,和,合法,和法,209,0
1,合,和,适合,适和,208,0
0,犯,梵,犯罪,梵罪,208,0
1,来,它,本来,本它,208,0
0,下,夏,下去,夏去,208,0
1,人,仁,黑人,黑仁,207,0
0,石,时,石油,时油,207,0
1,种,肿,两种,两肿,207,0
0,度,杜,度过,杜过,207,0
1,进,近,推进,推近,207,0
0,见,件,见面,件面,207,0
1,业,液,产业,产液,207,0
1,集,及,收集,收及,206,0
0,一,疑,一块,疑块,206,0
1,次,刺,每次,每刺,206,0
1,百,摆,二百,二摆,206,0
1,验,燕,实验,实燕,206,0
0,七,期,七百,期百,205,0
0,富,父,富裕,父裕,205,0
0,艰,间,艰难,间难,205,0
1,式,是,仪式,仪是,205,0
0,关,官,关心,官心,205,0
0,助,住,助手,住手,205,2
1,含,韩,包含,包韩,205,0
0,趋,区,趋势,区势,205,0
0,生,声,生存,声存,204,0
1,題,疲,問題,問疲,204,0
1,前,潜,当前,当潜,204,0
1,子,紫,样子,样紫,204,0
0,材,财,材料,财料,204,0
1,色,瑟,黑色,黑瑟,204,0
1,烦,繁,麻烦,麻繁,203,0
0,五,武,五百,武百,203,0
0,施,师,施压,师压,203,0
1,竟,竞,毕竟,毕竞,203,0
0,扮,伴,扮演,伴演,203,0
1,产,阐,房产,房阐,202,0
0,维,为,维护,为护,202,0
0,专,砖,专业,砖业,202,0
0,摆,百,摆脱,百脱,202,0
0,中,钟,中间,钟间,201,0
1,个,各,五个,五各,201,0
1,谈,弹,交谈,交弹,201,0
1,官,关,法官,法关,201,0
1,务,物,财务,财物,201,4
1,演,眼,导演,导眼,201,0
1,挥,恢,发挥,发恢,201,0
0,繁,烦,繁荣,烦荣,200,0
1,离,兩,逃离,逃兩,200,0
1,文,闻,本文,本闻,200,0
0,商,伤,商人,伤人,200,23
1,侵,亲,入侵,入亲,200,0
1,回,爭,返回,返爭,199,0
0,分,纷,分裂,纷裂,199,0
0,应,硬,应当,硬当,199,0
1,期,七,预期,预七,199,0
1,学,穴,同学,同穴,198,0
1,诉,宿,起诉,起宿,198,0
1,讼,送,诉讼,诉送,198,0
1,构,购,结构,结购,198,0
0,上,尚,上午,尚午,198,0
1,意,议,生意,生议,197,0
1,感,敢,流感,流敢,197,0
1,场,厂,广场,广厂,197,0
1,到,道,见到,见道,197,0
0,一,宜,一度,宜度,197,0
1,相,乡,真相,真乡,197,0
0,富,父,富有,父有,196,0
1,情,擎,热情,热擎,196,0
1,新,心,创新,创心,196,0
1,禁,尽,监禁,监尽,196,0
1,会,汇,教会,教汇,195,0
0,培,陪,培养,陪养,195,0
0,欧,它,欧盟,它盟,195,0
1,食,十,美食,美十,195,0
1,互,户,相互,相户,195,0
1,幕,目,屏幕,屏目,195,0
0,奇,其,奇怪,其怪,195,0
1,类,累,此类,此累,195,0
0,睡,税,睡眠,税眠,195,0
1,一,無,十一,十無,195,0
0,争,征,争取,征取,195,0
1,算,蒜,就算,就蒜,195,0
0,培,赔,培训,赔训,194,0
1,今,金,至今,至金,194,0
1,异,艺,差异,差艺,194,0
1,悉,西,熟悉,熟西,194,0
0,实,十,实力,十力,194,0
0,强,墙,强奸,墙奸,194,0
0,所,索,所说,索说,194,0
1,碍,爱,障碍,障爱,194,0
0,聚,据,聚集,据集,194,0
0,提,题,提交,题交,194,0
0,充,冲,充分,冲分,193,0
1,代,带,年代,年带,193,0
0,结,捷,结论,捷论,193,0
0,蔓,曼,蔓延,曼延,193,0
1,佛,服,哈佛,哈服,193,0
0,理,礼,理论,礼论,191,0
1,运,孕,命运,命孕,191,0
1,化,话,恶化,恶话,191,0
1,切,窃,密切,密窃,191,0
1,子,紫,日子,日紫,191,0
1,步,不,让步,让不,191,0
0,征,争,征收,争收,190,0
1,地,蒂,基地,基蒂,190,0
1,同,童,认同,认童,190,0
1,边,编,旁边,旁编,190,0
0,一,移,一代,移代,190,0
0,伟,委,伟大,委大,190,0
1,種,乐,這種,這乐,190,0
1,人,仁,敌人,敌仁,190,0
1,竟,径,究竟,究径,189,0
1,员,园,球员,球园,189,0
1,迟,持,推迟,推持,189,0
0,经,京,经营,京营,189,0
0,下,吓,下面,吓面,189,0
0,评,平,评价,平价,189,20
1,伴,半,伙伴,伙半,189,0
1,名,明,三名,三明,189,0
0,地,递,地震,递震,189,0
0,版,板,版本,板本,189,0
1,障,丈,保障,保丈,188,0
0,原,园,原本,园本,188,0
0,太,态,太空,态空,188,0
1,尚,上,时尚,时上,188,0
1,景,警,前景,前警,188,0
0,那,纳,那次,纳次,188,0
0,歧,成,歧视,成视,187,0
0,参,餐,参观,餐观,187,0
0,伴,办,伴侣,办侣,187,0
1,儿,而,婴儿,婴而,187,0
0,一,移,一辆,移辆,187,0
1,代,待,取代,取待,187,0
0,湖,胡,湖北,胡北,187,0
1,至,智,乃至,乃智,186,0
1,师,施,教师,教施,186,0
0,火,伙,火车,伙车,186,0
1,故,顾,事故,事顾,186,0
1,可,渴,认可,认渴,186,0
1,尔,耳,偶尔,偶耳,186,0
1,天,添,当天,当添,186,0
1,费,肺,免费,免肺,186,0
1,踪,宗,追踪,追宗,185,0
1,见,建,罕见,罕建,185,0
0,一,移,一道,移道,185,0
0,部,不,部署,不署,185,0
1,部,布,北部,北布,185,0
1,十,时,六十,六时,185,1
0,节,截,节目,截目,185,0
1,想,响,理想,理响,185,0
1,土,繼,本土,本繼,184,0
1,睛,经,眼睛,眼经,184,0
1,到,道,拿到,拿道,184,0
0,观,关,观念,关念,184,0
0,供,工,供应,工应,183,0
1,观,官,乐观,乐官,183,0
1,心,新,信心,信新,183,0
1,去,趣,出去,出趣,183,0
1,句,拒,一句,一拒,183,0
1,起,企,崛起,崛企,183,0
0,名,明,名单,明单,183,0
0,神,什,神秘,什秘,183,0
1,导,倒,主导,主倒,183,0
0,分,氛,分子,氛子,183,0
1,道,到,味道,味到,183,0
1,定,订,坚定,坚订,183,0
1,慢,尬,慢慢,慢尬,182,0
1,知,脂,告知,告脂,182,0
0,台,將,台北,將北,182,0
0,软,總,软件,總件,182,0
1,进,晋,走进,走晋,182,0
0,临,林,临时,林时,181,0
1,战,站,二战,二站,181,0
1,部,不,南部,南不,181,0
0,就,救,就业,救业,181,0
0,疯,丰,疯狂,丰狂,181,0
1,担,丹,承担,承丹,181,0
0,教,叫,教堂,叫堂,180,0
1,慎,甚,谨慎,谨甚,180,0
1,则,择,否则,否择,180,0
0,暂,赞,暂时,赞时,180,0
1,人,仁,夫人,夫仁,180,0
0,辩,变,辩护,变护,180,0
1,位,为,职位,职为,179,0
1,强,墙,增强,增墙,179,0
1,列,烈,系列,系烈,179,0
0,排,牌,排放,牌放,179,0
1,色,瑟,白色,白瑟,179,0
0,执,直,执法,直法,179,0
0,技,记,技能,记能,179,0
1,知,支,得知,得支,179,0
0,一,宜,一带,宜带,179,0
0,因,音,因為,音為,179,0
0,中,衷,中兴,衷兴,178,0
1,周,洲,两周,两洲,178,0
1,物,為,购物,购為,178,0
0,街,接,街道,接道,178,0
0,泰,太,泰国,太国,178,0
